<S> جهان	 :	 0.0005736848991047006 
جهان چون	 :	 8.760061988422036e-06 
چون بزاری	 :	 9.17568042116652e-06 
بزاری برآید	 :	 3.2120076704492125e-07 
برآید همی	 :	 9.355932328411139e-07 
<S> بدو	 :	 0.0005806239198948693 
بدو نیک	 :	 9.17568042116652e-06 
نیک روزی	 :	 2.5348206805753208e-06 
روزی سرآید	 :	 5.74185900019824e-07 
سرآید همی	 :	 2.579544838011955e-07 
<S> چو	 :	 0.000618896956440644 
چو بستی	 :	 3.959714266139858e-05 
بستی کمر	 :	 2.579544838011955e-07 
کمر بر	 :	 4.242470328155915e-06 
بر در	 :	 4.819863718254529e-05 
در راه	 :	 1.4678107063370655e-05 
راه آز	 :	 8.41672502224181e-06 
<S> شود	 :	 0.0005706490775090018 
شود کار	 :	 2.6432428804217073e-06 
کار NONE	 :	 9.591298853911003e-06 
NONE یکسر	 :	 0.00014151401051700228 
یکسر دراز	 :	 1.839111564894338e-06 
<S> بیک	 :	 0.0005703238109094626 
بیک روی	 :	 9.355932328411139e-07 
روی جستن	 :	 8.226986172510634e-06 
جستن بلندی	 :	 9.536635994821783e-07 
بلندی سزاست	 :	 4.476933335323727e-07 
<S> اگر	 :	 0.000578563898097788 
اگر در	 :	 6.546442074891636e-06 
در میان	 :	 1.4894951463063429e-05 
میان دم	 :	 4.7484405941057205e-06 
دم اژدهاست	 :	 1.7758652816506123e-06 
<S> و	 :	 0.000571841721707312 
و دیگر	 :	 0.0001361651819912472 
دیگر که	 :	 5.2001997601323326e-06 
که گیتی	 :	 6.349520254420637e-05 
گیتی ندارد	 :	 3.989485195181012e-06 
ندارد درنگ	 :	 1.0801561659696297e-06 
<S> سرای	 :	 0.0005694564333106914 
سرای سپنجی	 :	 1.1434024492133553e-06 
سپنجی چه	 :	 2.579544838011955e-07 
چه پهن	 :	 8.922695288191617e-06 
پهن و	 :	 6.193618166224853e-07 
و چه	 :	 0.0001337798935946267 
چه تنگ	 :	 8.922695288191617e-06 
<S> پرستنده	 :	 0.0005697816999102307 
پرستنده آز	 :	 5.74185900019824e-07 
آز و	 :	 7.639247497510012e-07 
و جویای	 :	 0.00013356304919493394 
جویای کین	 :	 3.2120076704492125e-07 
<S> بگیتی	 :	 0.0005696732777103842 
بگیتی ز	 :	 7.639247497510012e-07 
ز کس	 :	 6.840130708725538e-05 
کس نشنود	 :	 5.823627409249056e-06 
نشنود آفرین	 :	 2.579544838011955e-07 
چو سرو	 :	 4.0139253660630515e-05 
سرو سهی	 :	 1.577091248598903e-06 
سهی NONE	 :	 4.476933335323727e-07 
NONE گردد	 :	 0.00014183927711654146 
