<S> جهان	 :	 2.3820506620673976e-05 
جهان چون	 :	 1.198770297916101e-10 
چون بزاری	 :	 3.996142285935643e-11 
بزاری برآید	 :	 3.99622272337208e-11 
برآید همی	 :	 7.99260632809347e-11 
<S> بدو	 :	 4.196287257867059e-09 
بدو نیک	 :	 4.004929067820409e-11 
نیک روزی	 :	 4.005009859376892e-11 
روزی سرآید	 :	 4.0050906541930014e-11 
سرآید همی	 :	 4.005171452268932e-11 
<S> چو	 :	 0.00018663875903597853 
چو بستی	 :	 4.0492788349313145e-11 
بستی کمر	 :	 4.0493612896029955e-11 
کمر بر	 :	 3.239554998106158e-10 
بر در	 :	 2.9829344183901227e-05 
در راه	 :	 7.956541917966903e-06 
راه آز	 :	 4.052198187542996e-11 
<S> شود	 :	 3.979057058684926e-06 
شود کار	 :	 1.989416107526936e-06 
کار گیتیت	 :	 4.0537329759345623e-11 
گیتیت یکسر	 :	 4.053815580175261e-11 
یکسر دراز	 :	 4.0538981877824716e-11 
<S> بیک	 :	 4.0539807987563995e-10 
بیک روی	 :	 8.109614187421304e-11 
روی جستن	 :	 4.0549723931226666e-11 
جستن بلندی	 :	 4.0550550478826596e-11 
بلندی سزاست	 :	 4.055137706012254e-11 
<S> اگر	 :	 0.0001313019076417265 
اگر در	 :	 3.983481037521953e-06 
در میان	 :	 2.7884616172328258e-05 
میان دم	 :	 4.0687012491945795e-11 
دم اژدهاست	 :	 4.0687843447027764e-11 
<S> و	 :	 8.367506462767921e-05 
و دیگر	 :	 1.994772689946775e-06 
دیگر که	 :	 1.9944823059254748e-06 
که گیتی	 :	 2.0388414359599283e-10 
گیتی ندارد	 :	 4.078099896860145e-11 
ندارد درنگ	 :	 4.078183312084009e-11 
<S> سرای	 :	 8.156533461440601e-11 
سرای سپنجی	 :	 4.078433578231006e-11 
سپنجی چه	 :	 4.078517007105836e-11 
چه پهن	 :	 4.07860043939393e-11 
پهن و	 :	 8.157367750190999e-11 
و چه	 :	 1.5950433031831274e-05 
چه تنگ	 :	 1.994105425472768e-06 
<S> پرستنده	 :	 2.0399572845270632e-10 
پرستنده آز	 :	 4.0803319844438367e-11 
آز و	 :	 4.080415477771152e-11 
و جویای	 :	 8.160997949030836e-11 
جویای کین	 :	 4.080665978255643e-11 
<S> بگیتی	 :	 1.6322997941008072e-10 
بگیتی ز	 :	 4.081083547417537e-11 
ز کس	 :	 3.988321947467719e-06 
