<S> جهان	 :	 0.0005739362209416483 
جهان چون	 :	 8.745206665516885e-06 
چون بزاری	 :	 9.161020926319799e-06 
بزاری برآید	 :	 3.023692831273346e-07 
برآید همی	 :	 9.170512338794647e-07 
<S> بدو	 :	 0.0005808785112089665 
بدو نیک	 :	 9.161020926319799e-06 
نیک روزی	 :	 2.5170321939254504e-06 
روزی سرآید	 :	 5.554736157899764e-07 
سرآید همی	 :	 2.390931999616741e-07 
<S> چو	 :	 0.0006191695809646433 
چو بستی	 :	 3.959681692900247e-05 
بستی کمر	 :	 2.390931999616741e-07 
کمر بر	 :	 4.225486439398283e-06 
بر در	 :	 4.82023642395323e-05 
در راه	 :	 1.4666040161732255e-05 
راه آز	 :	 8.401707928331873e-06 
<S> شود	 :	 0.0005708989689496967 
شود کار	 :	 2.625505479352297e-06 
کار NONE	 :	 9.576835187122709e-06 
NONE یکسر	 :	 0.00014156170523023818 
یکسر دراز	 :	 1.8209952791031855e-06 
<S> بیک	 :	 0.000570573549093416 
بیک روی	 :	 9.170512338794647e-07 
روی جستن	 :	 8.211879678834892e-06 
جستن بلندی	 :	 9.351301147839391e-07 
بلندی سزاست	 :	 4.289214494586555e-07 
<S> اگر	 :	 0.0005788175187858564 
اگر در	 :	 6.53054375471877e-06 
در میان	 :	 1.488298673258595e-05 
میان دم	 :	 4.731695104723566e-06 
دم اژدهاست	 :	 1.757719195937525e-06 
<S> و	 :	 0.0005720921750893919 
و دیگر	 :	 0.00013621035648251375 
دیگر که	 :	 5.183667127335427e-06 
که گیتی	 :	 6.350613692516989e-05 
گیتی ندارد	 :	 3.972382106735641e-06 
ندارد درنگ	 :	 1.06168228111526e-06 
<S> سرای	 :	 0.0005697057628100012 
سرای سپنجی	 :	 1.1249583642809204e-06 
سپنجی چه	 :	 2.390931999616741e-07 
چه پهن	 :	 8.907916593657156e-06 
پهن و	 :	 6.006708180511624e-07 
و چه	 :	 0.00013382394420312311 
چه تنگ	 :	 8.907916593657156e-06 
<S> پرستنده	 :	 0.0005700311826662819 
پرستنده آز	 :	 5.554736157899764e-07 
آز و	 :	 7.453018652869577e-07 
و جویای	 :	 0.00013360699763226945 
جویای کین	 :	 3.023692831273346e-07 
<S> بگیتی	 :	 0.000569922709380855 
بگیتی ز	 :	 7.453018652869577e-07 
ز کس	 :	 6.841455309073468e-05 
کس نشنود	 :	 5.8073885185397935e-06 
نشنود آفرین	 :	 2.390931999616741e-07 
چو سرو	 :	 4.013918335613671e-05 
سرو سهی	 :	 1.5588515059883066e-06 
سهی NONE	 :	 4.289214494586555e-07 
NONE گردد	 :	 0.00014188712508651872 
گردد بباغ	 :	 2.5170321939254504e-06 
بدو بر	 :	 9.161020926319799e-06 
بر شود	 :	 4.7551524526971214e-05 
شود تیره	 :	 2.625505479352297e-06 
تیره روشن	 :	 3.529449524576018e-06 
روشن چراغ	 :	 1.7396403150330504e-06 
<S> کند	 :	 0.0005700311826662819 
کند برگ	 :	 3.149793025582055e-06 
برگ پژمرده	 :	 3.6564536629299507e-07 
پژمرده و	 :	 3.023692831273346e-07 
و NONE	 :	 0.00014673226516891786 
NONE سست	 :	 0.00014134475865938448 
<S> سرش	 :	 0.0005706820223788429 
سرش سوی	 :	 2.45375611075979e-06 
سوی NONE	 :	 1.1755340336111876e-05 
NONE گراید	 :	 0.00014145323194481133 
گراید نخست	 :	 6.187496989556368e-07 
<S> بروید	 :	 0.0005695972895245745 
بروید ز	 :	 2.390931999616741e-07 
ز خاک	 :	 6.873997294701522e-05 
خاک و	 :	 5.328298174571222e-06 
و شود	 :	 0.0001334985243468426 
شود باز	 :	 2.625505479352297e-06 
باز خاک	 :	 3.4028973582446972e-06 
<S> همه	 :	 0.0005903156870411021 
همه جای	 :	 2.080382022880132e-05 
جای NONE	 :	 7.380251157229068e-06 
NONE و	 :	 0.0001595682706110947 
و تیمار	 :	 0.00013393241748855 
تیمار و	 :	 1.7667586363897625e-06 
و باک	 :	 0.00013404089077397684 
<S> سر	 :	 0.0005758887400793316 
