1	وزان جایگه نالهٔ گاودم	1.35654745044402e-17	9.70690538293738e-28	8.000034631771548e-28	1
1	شنیدند و آواز رویینه خم	2.236753611521801e-26	8.62380272542656e-27	1.3168190772115983e-26	1
1	جهاندار بیدار لشکر براند	2.905320422198507e-21	4.480814562956296e-28	1.836793497673643e-27	1
1	به شام آمد و روزگاری بماند	6.917429930585112e-34	3.374170210199803e-34	3.55623613025975e-36	1
1	بیاورد چندان سلیح و سپاه	1.2662261651575125e-24	1.2916251254282082e-31	2.8043475169973347e-30	1
1	همان برده و بدره و تاج و گاه	1.683684550908464e-29	2.261328147587389e-38	1.3916747143928205e-40	1
1	که پشت زمی را همی‌داد خم	2.57185051891207e-34	8.273069123076575e-37	3.933197053740825e-37	1
1	ز پیلان وز گنجهای درم	8.384077395143234e-28	5.893954098874085e-31	5.637652076927524e-31	1
1	ازان مرز چون رفتن آمدش رای	1.4850157886677716e-38	2.268382878394451e-42	2.0000051687208878e-42	1
1	به شیروی بهرام بسپرد جای	1.0342114275305665e-26	3.903911194843478e-30	1.758114644598118e-32	1
1	بدو گفت کاین باژ قیصر بخواه	2.9555782149515985e-30	4.6453605525898875e-37	1.0805411614453352e-35	1
1	مکن هیچ سستی به روز و به ماه	2.9534852518361613e-38	6.452813407674134e-41	6.15472297745208e-44	1
1	ببوسید شیروی روی زمین	3.775130636553155e-22	1.171857543558268e-25	6.261220747289978e-26	1
1	همی‌خواند بر شهریار آفرین	3.334090257877623e-22	3.86912205620208e-27	1.0940537419314711e-27	1
1	که بیدار دل باش و پیروزبخت	3.036937008268588e-31	1.5635464933978575e-29	7.011533417890043e-31	2
1	مگر داد زرد این کیانی درخت	7.73859901961503e-39	4.384404643309677e-39	2.95749601617079e-41	1
1	تبیره برآمد ز درگاه شاه	5.612563560998194e-19	5.400626884353306e-28	5.7529752098554e-29	1
1	سوی اردن آمد درفش سپاه	1.0786799334342646e-31	5.928984317830933e-33	8.518652841166547e-32	1
1	جهاندار کسری چو خورشید بود	1.6337442610878376e-19	5.830307025477665e-30	2.9019273591159406e-31	1
1	جهان را ازو بیم و امید بود	8.906268893536355e-36	7.1518313958684e-37	1.0556344334335482e-38	1
1	برین سان رود آفتاب سپهر	3.106607593559859e-29	4.443143259535311e-33	4.168391532697302e-34	1
1	به یک دست شمشیر و یک دست مهر	6.93269119017389e-42	2.7577222304396827e-42	1.0230098453434763e-43	1
1	نه بخشایش آرد به هنگام خشم	5.4434940619958585e-28	2.063220408526484e-31	3.2639283376439444e-34	1
1	نه خشم آیدش روز بخشش به چشم	1.9806548006270574e-45	1.9227278684182865e-42	2.845768445574027e-44	2
1	چنین‌بود آن شاه خسرونژاد	3.650384996247798e-22	2.5849015672765553e-25	6.552237718387937e-26	1
1	بیاراسته بد جهان را بداد	3.7088024317823846e-29	4.271180606684183e-32	2.654190674963788e-29	1
1	شنیدم کجا کسری شهریار	9.648798996404157e-26	1.3700101747968195e-27	2.0004958637722367e-28	1
1	به هرمز یکی نامه کرد استوار	4.656705629176854e-31	4.759680698204614e-33	3.57792052468041e-36	1
1	ز شاه جهاندار خورشید دهر	3.1773305646128562e-21	1.368337449048634e-26	3.31864650523912e-27	1
1	مهست و سرافراز و گیرنده شهر	2.6845218626780472e-36	2.08899314954835e-37	1.6603793292074177e-37	1
1	جهاندار بیدار و نیکو کنش	3.6489181062941015e-23	2.6118783749050647e-31	1.8988268561849434e-30	1
1	فشاننده گنج بی‌سرزنش	9.999999999999997e-22	9.999999999999997e-22	9.999999999999997e-22	1
1	فزاینده نام و تخت قباد	4.071104833878913e-28	1.2724943642771323e-30	2.6573495410096815e-31	1
1	گراینه تاج و شمشیر و داد	1.6594491117067236e-28	6.965257225982977e-32	6.529038214912431e-32	1
1	که با فر و برزست و فرهنگ و نام	3.6927597746446314e-44	2.71128739239549e-47	3.372225666520927e-46	1
