1	وزان جایگه نالهٔ گاودم	3.113089779444256e-17	4.192535129596634e-24	4.2116807071430106e-24	1
1	شنیدند و آواز رویینه خم	7.894465958889293e-26	1.6511613418005014e-27	8.924710617266905e-27	1
1	جهاندار بیدار لشکر براند	8.162345007140117e-21	2.0144063455143926e-23	1.4356431602481578e-23	1
1	به شام آمد و روزگاری بماند	4.443432155302785e-34	1.8560457683220055e-34	1.1019808669478157e-35	1
1	بیاورد چندان سلیح و سپاه	4.293576032814148e-24	5.868410982965638e-28	6.855791051476534e-28	1
1	همان برده و بدره و تاج و گاه	7.176443599058513e-29	3.927532625478905e-38	6.465212535859543e-38	1
1	که پشت زمی را همی‌داد خم	4.856687831108402e-34	3.2717970598635145e-34	2.498815937059439e-35	1
1	ز پیلان وز گنجهای درم	3.1560442019458755e-27	4.28793154153733e-28	1.8232749166791194e-28	1
1	ازان مرز چون رفتن آمدش رای	2.689337195106196e-38	9.516579664353753e-39	1.0529176928307288e-38	1
1	به شیروی بهرام بسپرد جای	1.1538885860035173e-26	1.4978318787961163e-30	2.106066785706574e-31	1
1	بدو گفت کاین باژ قیصر بخواه	4.7237950773899224e-30	2.1929102018574347e-35	3.0133850401617825e-34	1
1	مکن هیچ سستی به روز و به ماه	5.6401745864296945e-37	1.026761761150951e-38	7.466305200791197e-40	1
1	ببوسید شیروی روی زمین	4.443414308733202e-21	7.466383387211246e-22	3.217302155243167e-22	1
1	همی‌خواند بر شهریار آفرین	5.15766801876952e-22	3.2658569657040863e-25	1.7952968823549091e-25	1
1	که بیدار دل باش و پیروزبخت	4.548841293384136e-31	6.817836726170345e-28	4.515355418749339e-30	2
1	مگر داد زرد این کیانی درخت	1.9811867473774085e-38	1.3765896541517606e-38	1.0529261321015277e-38	1
1	تبیره برآمد ز درگاه شاه	7.709506672184e-18	4.5961229189141156e-26	5.5038677682067094e-27	1
1	سوی اردن آمد درفش سپاه	2.2715130519597793e-31	1.0058907383561037e-31	1.8822612446922854e-31	1
1	جهاندار کسری چو خورشید بود	5.470632438769948e-19	9.488828207691326e-28	7.223667414872349e-29	1
1	جهان را ازو بیم و امید بود	5.328961394601491e-35	8.26973905647105e-38	2.0826746879597634e-37	1
1	برین سان رود آفتاب سپهر	1.1013806819601837e-28	1.3266618699093823e-30	4.335100143342205e-31	1
1	به یک دست شمشیر و یک دست مهر	1.3956409232339794e-41	2.733971640765471e-43	2.697723045655149e-43	1
1	نه بخشایش آرد به هنگام خشم	3.122431616759899e-28	7.172258321290029e-32	9.170042557092342e-33	1
1	نه خشم آیدش روز بخشش به چشم	3.158711469216376e-45	9.613101926957627e-42	1.2101544483833354e-42	2
1	چنین‌بود آن شاه خسرونژاد	5.013144594348471e-21	1.5306447052738802e-21	2.435278717576663e-21	1
1	بیاراسته بد جهان را بداد	4.4690721254605945e-28	1.2121224422191371e-28	3.6491341498462384e-25	3
1	شنیدم کجا کسری شهریار	1.3185629530418468e-24	9.516333929804366e-25	1.0529176923618954e-24	1
1	به هرمز یکی نامه کرد استوار	4.606693756136827e-31	6.030633836408304e-34	1.8011111729712526e-35	1
1	ز شاه جهاندار خورشید دهر	8.255895212846564e-21	1.1437304464546845e-25	5.024848766165314e-26	1
1	مهست و سرافراز و گیرنده شهر	8.945209643353773e-37	8.447568419907578e-42	4.000128164706961e-42	1
1	جهاندار بیدار و نیکو کنش	2.4495390575751315e-23	6.474815684835028e-27	3.24465093112148e-27	1
1	فشاننده گنج بی‌سرزنش	9.999999999999997e-22	9.999999999999997e-22	9.999999999999997e-22	1
1	فزاینده نام و تخت قباد	4.266488596567619e-28	2.5134572454706428e-29	2.355969237262263e-29	1
1	گراینه تاج و شمشیر و داد	1.0301558676838428e-28	8.246085960838446e-32	5.060837545021785e-31	1
1	که با فر و برزست و فرهنگ و نام	1.687960983950341e-43	2.758711590047419e-47	8.98126245680768e-45	1
1	ز تاج بزرگی رسیده بکام	3.630593762083932e-27	1.546473128221157e-29	2.1890355100498003e-30	1
1	سوی پاک هرمزد فرزند ما	2.2715130519597793e-31	1.0058907383561037e-31	1.8822612446922854e-31	1
1	پذیرفته از دل همی پند ما	3.5012422134852995e-33	1.0460370336124075e-35	1.9459434113695598e-34	1
1	ز یزدان بدی شاد و پیروز بخت	1.6824903827744417e-27	2.664735518129127e-35	1.7590791659728466e-33	1
1	همیشه جهاندار با تاج و تخت	2.3349905548806932e-24	1.6713016610338338e-29	9.29178825455586e-30	1
1	به ماه خجسته به خرداد روز	4.6322552792278335e-34	2.342092467799023e-34	9.243702885678759e-36	1
1	به نیک اختر و فال گیتی فروز	4.741323290615196e-28	5.0980953941087665e-33	1.6481699918402401e-35	1
1	نهادیم برسر تو را تاج زر	4.9772870130018e-35	9.644818511286083e-35	5.108029668123137e-35	2
1	چنان هم که ما یافتیم از پدر	1.0714367030495905e-31	2.448284702438437e-34	1.8066042916850337e-34	1
1	همان آفرین نیز کردیم یاد	2.076661460460148e-31	9.8679256651354e-32	1.0529183640949008e-31	1
1	که برتاج ماکرد فرخ قباد	1.314339160895023e-30	9.513711979086624e-31	2.1133056448314647e-31	1
1	تو بیدارباش و جهاندار باش	3.194034070004374e-31	1.9604263771090485e-31	2.261967054880252e-31	1
1	خردمند و راد و بی‌آزار باش	3.4033628051155367e-31	1.4979274448089107e-34	6.856308717759652e-35	1
1	بدانش فزای و به یزدان گرای	3.3364481055996786e-30	2.271168613590696e-31	3.6031706584504427e-32	1
1	که اویست جان تو را رهنمای	9.965996302835977e-24	2.1512748657908936e-24	3.3403153037362644e-25	1
1	بپرسیدم از مرد نیکوسخن	2.0823792644894223e-21	5.587742683894447e-21	5.912693109713682e-21	3
1	کسی کو بسال و خرد بد کهن	6.852232423955377e-38	1.701012637074625e-39	1.0488065288592811e-39	1
1	که از ما به یزدان که نزدیکتر	1.025314990177608e-25	3.9292777551621634e-29	1.8449846903131726e-30	1
1	کرا نزد او راه باریکتر	1.1939321782275846e-24	9.605027026189017e-27	2.668823257873734e-23	3
